objectid,filename,youtubeid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
42269,042269.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42270,042270.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42271,042271.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42272,042272.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42273,042273.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42274,042274.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42275,042275.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42276,042276.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42277,042277.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42278,042278.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42279,042279.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42280,042280.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42281,042281.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42282,042282.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42283,042283.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42284,042284.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42286,042286.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42287,042287.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42288,042288.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42289,042289.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42290,042290.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42291,042291.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42292,042292.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42293,042293.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42294,042294.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42295,042295.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42296,042296.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42297,042297.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42298,042298.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42299,042299.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42300,042300.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42301,042301.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42302,042302.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42303,042303.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42304,042304.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42305,042305.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,Warmbad;Ukamas,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42306,042306.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42307,042307.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42308,042308.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42309,042309.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42310,042310.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42311,042311.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42312,042312.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42313,042313.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42314,042314.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42315,042315.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42316,042316.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42317,042317.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42318,042318.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42319,042319.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42320,042320.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42321,042321.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42322,042322.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42323,042323.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42324,042324.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42325,042325.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42326,042326.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42327,042327.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42328,042328.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42329,042329.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42330,042330.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42331,042331.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42332,042332.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42333,042333.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42334,042334.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42335,042335.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42336,042336.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42337,042337.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42338,042338.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42339,042339.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42340,042340.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42341,042341.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42342,042342.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42343,042343.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42344,042344.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42345,042345.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42346,042346.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42347,042347.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42348,042348.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42349,042349.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-01-01,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,mountains;deserts,Aus;Garub,,,,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
42285,042285.jpg,,Mukorob or Finger of God,Edda Schoedder,1980-01-01,Mukorob,,Asab,,,,,Image;StillImage,image/jpeg,eng,,http://dna.nust.na/copyright.html
