objectid,filename,youtubeid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
img_042334,img_042334.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042335,img_042335.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042336,img_042336.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042337,img_042337.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042338,img_042338.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042339,img_042339.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042340,img_042340.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042341,img_042341.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042342,img_042342.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042343,img_042343.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042344,img_042344.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042345,img_042345.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042346,img_042346.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042347,img_042347.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042348,img_042348.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042349,img_042349.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042285,img_042285.jpg,,Mukorob or Finger of God,Edda Schoedder,1980-12-00,"The Mukurob, also Mukorob, (Finger of God) near Asab in Namibia, was a sandstone rock formation in the Namib desert which collapsed on 7 December 1988",,,-25.497525,18.1712083,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html

