objectid,filename,youtubeid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
img_042228,img_042228.jpg,,Namib Desert. Maltahöhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042229,img_042229.jpg,,Namib Desert. Maltahöhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042230,img_042230.jpg,,Namib Desert. Maltahöhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042231,img_042231.jpg,,Namib Desert. Maltahöhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042232,img_042232.jpg,,Namib Desert. Maltahöhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042233,img_042233.jpg,,Namib Desert. Maltahöhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042234,img_042234.jpg,,Namib Desert. Maltahöhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042235,img_042235.jpg,,Namib Desert. Maltahöhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042236,img_042236.jpg,,Namib Desert. Maltahöhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042237,img_042237.jpg,,Namib Desert. Maltahöhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042238,img_042238.jpg,,Namib Desert. Maltahöhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042240,img_042240.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042241,img_042241.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042242,img_042242.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042243,img_042243.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042244,img_042244.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042245,img_042245.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042246,img_042246.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042247,img_042247.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042248,img_042248.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042249,img_042249.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042250,img_042250.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042251,img_042251.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042252,img_042252.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042253,img_042253.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042254,img_042254.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042255,img_042255.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042256,img_042256.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042257,img_042257.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042258,img_042258.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042259,img_042259.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042260,img_042260.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042261,img_042261.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042262,img_042262.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042263,img_042263.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042264,img_042264.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042265,img_042265.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042266,img_042266.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042267,img_042267.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042268,img_042268.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042269,img_042269.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042270,img_042270.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042271,img_042271.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042272,img_042272.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042273,img_042273.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042274,img_042274.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042275,img_042275.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042276,img_042276.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042277,img_042277.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042278,img_042278.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042279,img_042279.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042280,img_042280.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042281,img_042281.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042282,img_042282.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,,,,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042283,img_042283.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042284,img_042284.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042286,img_042286.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042287,img_042287.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042288,img_042288.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042289,img_042289.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042290,img_042290.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042291,img_042291.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042292,img_042292.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042293,img_042293.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042294,img_042294.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042295,img_042295.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042296,img_042296.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042297,img_042297.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042298,img_042298.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042299,img_042299.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042300,img_042300.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042301,img_042301.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042302,img_042302.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042303,img_042303.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042304,img_042304.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042305,img_042305.jpg,,Warmbad and Ukamas,Edda Schoedder,1980-01-01,,,,-28.45,18.733333,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042306,img_042306.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042307,img_042307.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042308,img_042308.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042309,img_042309.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042310,img_042310.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042311,img_042311.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042312,img_042312.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042313,img_042313.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042314,img_042314.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042315,img_042315.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042316,img_042316.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042317,img_042317.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042318,img_042318.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042319,img_042319.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042320,img_042320.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042321,img_042321.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042322,img_042322.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042323,img_042323.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042324,img_042324.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042325,img_042325.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042326,img_042326.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042327,img_042327.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042328,img_042328.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042329,img_042329.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042330,img_042330.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042331,img_042331.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042332,img_042332.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
img_042333,img_042333.jpg,,Dicke Wilhelm Mountain,Edda Schoedder,1980-12-00,Pictures of the island mountain in the Namibia Desert. Also called Garub Mountain or Dickwillem,,,-26.466666666667,16.016666666667,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
